Country Name	Country Code			1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015
Pakistan	PAK				5.987346419	4.482858627	8.688831518	7.569757449	10.41936582	5.789951801	5.400612597	7.233220925	5.507899634	11.35346172	0.468372549	0.813406405	7.064263857	3.540191713	4.211415631	5.15618959	3.947698287	8.048533619	3.758435569	10.21570404	7.920763572	6.5374868	6.778378339	5.065205605	7.592114699	5.501653664	6.452343025	7.62527878	4.959768894	4.458586815	5.061567755	7.705897823	1.757747697	3.737415552	4.96260915	4.846581284	1.014396014	2.550234295	3.660132744	4.260088012	1.982484032	3.224429973	4.846320935	7.368571359	7.667304271	6.177542036	4.832817277	1.701405465	2.831658519	1.606691959	2.74840255	3.50703342	4.396456633	4.674707981	4.712457804
