date	latitude	longitude	suicide	attacktype1	targtype1	weaptype1	nkill	nwound	iyear	imonth	iday	provstate
17/01/2000	24.893379	67.028061	0	3	14	6	9	25	2000	01	17	Sindh
28/01/2000	24.893379	67.028061	0	3	15	6	4	28	2000	01	28	Sindh
28/01/2000	24.893379	67.028061	0	3	2	6	0	4	2000	01	28	Sindh
29/01/2000	32.493537	74.530343	0	3	1	6	2	3	2000	01	29	Punjab
05/02/2000	25.377846	68.346304	0	3	14	6	4	15	2000	02	05	Sindh
10/03/2000	24.893379	67.028061	0	1	2	5	3	0	2000	03	10	Sindh
28/03/2000	34.119766	71.104745	0	3	14	6	7	27	2000	03	28	Federally Administered Tribal Areas
04/04/2000			0	1	2	5	2	2	2000	04	04	Unknown
05/04/2000	25.377846	68.346304	0	3	2	6	0	7	2000	04	05	Sindh
07/04/2000	33.600399	73.043426	0	3	18	6	0	4	2000	04	07	Punjab
07/04/2000	31.554606	74.357158	0	3	19	6	0	15	2000	04	07	Punjab
12/04/2000	32.222559	74.450203	0	3	15	6	16		2000	04	12	Punjab
24/04/2000	30.182125	67.000517	0	3	2	6	0	2	2000	04	24	Balochistan
24/04/2000	30.182125	67.000517	0	3	2	6	0	3	2000	04	24	Balochistan
24/04/2000	30.182125	67.000517	0	3	2	6	0	0	2000	04	24	Balochistan
26/04/2000	30.292088	71.931244	0	2	2	5	2	0	2000	04	26	Punjab
05/05/2000	24.893379	67.028061	0	3	3	6	2	4	2000	05	05	Sindh
05/05/2000	24.893379	67.028061	0	3	14	6	0	2	2000	05	05	Sindh
18/05/2000	24.893379	67.028061	0	1	14	5	2	2	2000	05	18	Sindh
07/07/2000	31.554606	74.357158	0	3	14	6	1	3	2000	07	07	Punjab
13/07/2000	31.449993	74.355636	0	3	14	6	0	5	2000	07	13	Punjab
16/07/2000	25.377846	68.346304	0	1	10	5	0	2	2000	07	16	Sindh
16/07/2000	25.377846	68.346304	0	3	19	6	9	25	2000	07	16	Sindh
22/07/2000	30.182125	67.000517	0	3	14	6	7	25	2000	07	22	Balochistan
23/07/2000	30.182125	67.000517	0	3	19	6	0	3	2000	07	23	Balochistan
03/08/2000	30.182125	67.000517	0	3	14	6	2	4	2000	08	03	Balochistan
12/08/2000	30.182125	67.000517	0	3	8	6	0	0	2000	08	12	Balochistan
12/08/2000	30.182125	67.000517	0	3	8	6	0	0	2000	08	12	Balochistan
13/08/2000	30.807929	73.450466	0	3	14	6	0	0	2000	08	13	Punjab
03/09/2000	31.554606	74.357158	0	3	19	6	3	10	2000	09	03	Punjab
05/09/2000	30.293048	73.065697	0	1	2	5	1	0	2000	09	05	Punjab
08/09/2000	31.554606	74.357158	0	3	14	6	7		2000	09	08	Punjab
13/09/2000	24.893379	67.028061	0	2	2	5	2	0	2000	09	13	Sindh
19/09/2000	33.708988	73.053857	0	3	14	6	16	60	2000	09	19	Islamabad Capital Territory
22/10/2000	24.893379	67.028061	0	3	22	6	3	30	2000	10	22	Sindh
22/10/2000	24.893379	67.028061	0	2	22	5	1	13	2000	10	22	Sindh
30/10/2000	30.29997	71.932101	0	2	14	5	5	10	2000	10	30	Punjab
02/11/2000	33.600399	73.043426	0	3	14	6	0	26	2000	11	02	Punjab
06/11/2000	24.893379	67.028061	0	3	10	6	3	6	2000	11	06	Sindh
23/11/2000	34.009667	71.579994	0	1	2	5	1	0	2000	11	23	North-West Frontier Province
27/11/2000	31.554606	74.357158	0	3	19	6	0	3	2000	11	27	Punjab
27/11/2000	31.554606	74.357158	0	3	19	6	0	6	2000	11	27	Punjab
27/11/2000	31.802201	74.25732	0	3	1	6	2	14	2000	11	27	Punjab
06/12/2000	34.35946	73.468877	0	3	14	6	1	15	2000	12	06	Azad Kashmir
18/12/2000	24.893379	67.028061	0	1	15	5	1	0	2000	12	18	Sindh
25/12/2000	31.554606	74.357158	0	3	14	6	0	36	2000	12	25	Punjab
25/12/2000	31.408822	73.083021	0	3	19	6	0	3	2000	12	25	Punjab
25/12/2000	25.377846	68.346304	0	3	19	6	0	6	2000	12	25	Sindh
25/12/2000	32.813311	73.884332	0	3	14	6	0	0	2000	12	25	Punjab
25/01/2001	30.552887	71.767411	0	2	2	5	1	2	2001	01	25	Punjab
28/01/2001	24.893379	67.028061	0	1	15	5	5	5	2001	01	28	Sindh
05/02/2001	24.893379	67.028061	0	2	2	5	2	0	2001	02	05	Sindh
07/02/2001	33.708988	73.053857	0	3	14	6	0	4	2001	02	07	Islamabad Capital Territory
14/02/2001	29.673863	68.715498	0	3	3	6	0	0	2001	02	14	Balochistan
17/02/2001	30.833952	72.07505	0	2	14	5	1	1	2001	02	17	Punjab
18/02/2001	31.408822	73.083021	0	2	14	5	3	0	2001	02	18	Punjab
22/02/2001	24.893379	67.028061	0	2	3	5	2	0	2001	02	22	Sindh
26/02/2001	30.182125	67.000517	0	3	14	6	0	0	2001	02	26	Balochistan
26/02/2001	30.041171	72.354677	0	2	14	5	1	0	2001	02	26	Punjab
27/02/2001	31.554606	74.357158	0	3	14	6	0	5	2001	02	27	Punjab
02/03/2001	24.893379	67.028061	0	7	14	8	0	0	2001	03	02	Sindh
04/03/2001	31.710016	73.988571	0	2	14	5	12	0	2001	03	04	Punjab
12/03/2001	31.554606	74.357158	0	2	15	5	7	10	2001	03	12	Punjab
23/03/2001	24.893379	67.028061	0	3	19	6	1	9	2001	03	23	Sindh
24/03/2001	24.893379	67.028061	0	3	15	6	1	3	2001	03	24	Sindh
24/03/2001	31.82851	70.907234	0	3	15	6	1	7	2001	03	24	North-West Frontier Province
25/03/2001	30.807929	73.450466	0	3	1	6	0	1	2001	03	25	Punjab
25/03/2001	30.807929	73.450466	0	3	19	6	0	0	2001	03	25	Punjab
04/04/2001			0	1	17	5	1	0	2001	04	04	Unknown
07/04/2001	32.156489	74.187658	0	3	19	6	0	1	2001	04	07	Punjab
18/04/2001	24.893379	67.028061	0	3	14	6	2		2001	04	18	Sindh
23/04/2001	33.708988	73.053857	0	3	1	6	0	25	2001	04	23	Islamabad Capital Territory
03/05/2001	34.35946	73.468877	0	3	1	6	1	14	2001	05	03	Azad Kashmir
07/05/2001	24.853649	67.004409	0	3	19	6	1	5	2001	05	07	Sindh
09/05/2001	29.566768	67.759224	0	3	1	6	1	3	2001	05	09	Balochistan
18/05/2001	24.924191	66.973595	0	1	14	5	6	3	2001	05	18	Sindh
31/05/2001	33.631952	73.039055	0	3	19	6	0	11	2001	05	31	Punjab
13/06/2001	24.824647	67.031608	0	3	1	6	5	0	2001	06	13	Sindh
14/06/2001	30.174961	71.487732	0	2	14	5	2	5	2001	06	14	Punjab
01/07/2001	24.893379	67.028061	0	3	1	6	5	8	2001	07	01	Sindh
20/07/2001	24.893379	67.028061	0	3	19	6	2	16	2001	07	20	Sindh
20/07/2001	34.791084	72.283314	0	3	6	6	0	0	2001	07	20	North-West Frontier Province
20/07/2001	34.791084	72.283314	0	3	1	6	0	0	2001	07	20	North-West Frontier Province
30/07/2001	24.893379	67.028061	0	1	2	5	1	0	2001	07	30	Sindh
01/08/2001	24.893379	67.028061	0	3	1	6	0	0	2001	08	01	Sindh
08/08/2001	32.271924	75.062027	0	3	14	6	1	3	2001	08	08	Punjab
11/08/2001	32.572323	74.076622	0	3	8	6	7	7	2001	08	11	Punjab
13/08/2001	30.182125	67.000517	0	3	14	6	3	16	2001	08	13	Balochistan
17/08/2001	24.870825	67.044284	0	3	15	6	1	0	2001	08	17	Sindh
17/08/2001	32.156489	74.187658	0	3	3	6	2	0	2001	08	17	Punjab
17/08/2001	24.893379	67.028061	0	3	14	6	1	7	2001	08	17	Sindh
18/08/2001	28.912869	68.046944	0	2	14	5	3	0	2001	08	18	Balochistan
20/08/2001	31.554606	74.357158	0	3	14	6	0	14	2001	08	20	Punjab
22/08/2001	34.35946	73.468877	0	3	14	6	0	8	2001	08	22	Azad Kashmir
10/09/2001	24.893379	67.028061	0	2	16	5	1	0	2001	09	10	Sindh
19/09/2001	32.493537	74.530343	0	3	14	6	2	40	2001	09	19	Punjab
04/10/2001	24.893379	67.028061	0	2	15	5	5	14	2001	10	04	Sindh
20/10/2001	33.708988	73.053857	0	3	6	6	0	0	2001	10	20	Islamabad Capital Territory
23/10/2001	24.893379	67.028061	0	8	10	1	0	0	2001	10	28	Balochistan
28/10/2001	30.182125	67.000517	0	3	19	6	2	18	2001	10	28	Punjab
28/10/2001	29.395681	71.676924	0	2	15	5	16		2001	10	23	Sindh
21/12/2001	24.893379	67.028061	0	1	8	5	1	0	2001	12	21	Sindh
01/01/2002	24.893379	67.028061	0	3	14	6	0	12	2002	01	01	Sindh
02/01/2002	33.084256	73.760656	0	2	4	6	2	7	2002	01	02	Azad Kashmir
23/01/2002	24.893379	67.028061	0	6	10	13	1	0	2002	01	23	Sindh
24/01/2002	33.708988	73.053857	0	3	7	6	0	0	2002	01	24	Islamabad Capital Territory
02/02/2002	24.893379	67.028061	0	2	3	5	1	0	2002	02	02	Sindh
26/02/2002	33.600399	73.043426	0	2	15	5	10	9	2002	02	26	Punjab
17/03/2002	33.708988	73.053857	0	3	15	6	5	46	2002	03	17	Islamabad Capital Territory
19/03/2002	31.554606	74.357158	0	2	8	5	3	0	2002	03	19	Punjab
20/03/2002	31.554606	74.357158	0	1	2	5	2	2	2002	03	20	Punjab
21/03/2002	24.893379	67.028061	0	2	14	5	1	2	2002	03	21	Sindh
01/04/2002	30.929589	66.468052	0	3	14	6	2	35	2002	04	01	Balochistan
01/04/2002	32.742599	69.521949	0	3	14	6	2	12	2002	04	01	Federally Administered Tribal Areas
25/04/2002	31.622536	71.11135	0	3	15	6	12	20	2002	04	25	Punjab
01/05/2002	24.893379	67.028061	0	3	1	6	0	4	2002	05	01	Sindh
01/05/2002	24.893379	67.028061	0	3	1	6	0	16	2002	05	01	Sindh
01/05/2002	32.998617	70.067081	0	3	4	6	0	0	2002	05	01	Federally Administered Tribal Areas
02/05/2002	24.893379	67.028061	0	3	1	6	1	5	2002	05	02	Sindh
02/05/2002	24.893379	67.028061	0	3	1	6	0	0	2002	05	02	Sindh
05/05/2002	28.280021	68.440408	0	3	3	6	1	3	2002	05	05	Sindh
05/05/2002	29.866252	67.329963	0	3	3	6	0	0	2002	05	05	Balochistan
06/05/2002	24.893379	67.028061	0	1	8	5	3	0	2002	05	06	Sindh
07/05/2002	32.998617	70.067081	0	3	2	6	0	0	2002	05	07	Federally Administered Tribal Areas
08/05/2002	24.893379	67.028061	1	3	4	6	14	20	2002	05	08	Sindh
10/05/2002	32.998617	70.067081	0	3	4	6	0	0	2002	05	10	Federally Administered Tribal Areas
18/05/2002	32.998617	70.067081	0	3	4	6	0	0	2002	05	18	Federally Administered Tribal Areas
14/06/2002	24.893379	67.028061	1	3	7	6	12	51	2002	06	14	Sindh
17/06/2002	30.197843	71.467629	0	2	14	5	3	0	2002	06	17	Punjab
04/07/2002	24.893379	67.028061	0	2	14	5	3	0	2002	07	04	Sindh
13/07/2002	34.772604	72.360929	0	3	18	6	0	12	2002	07	13	North-West Frontier Province
05/08/2002	33.835011	73.394418	0	2	8	5	5	4	2002	08	05	Punjab
09/08/2002	33.737567	72.800155	0	3	1	6	4	20	2002	08	09	Punjab
16/08/2002	30.182125	67.000517	0	1	2	5	0	2	2002	08	16	Balochistan
16/08/2002	30.661385	73.108345	0	3	8	6	1	1	2002	08	16	Punjab
15/09/2002	25.377846	68.346304	0	3	14	6	1	5	2002	09	15	Sindh
18/09/2002	24.893379	67.028061	0	2	3	5	1	0	2002	09	18	Sindh
25/09/2002	24.893379	67.028061	0	2	12	5	7	2	2002	09	25	Sindh
29/09/2002	29.539552	67.875908	0	3	15	6	0	0	2002	09	29	Balochistan
04/10/2002	31.554606	74.357158	0	2	8	5	0	1	2002	10	04	Punjab
04/10/2002	32.984995	70.606944	0	3	1	6	0	0	2002	10	04	North-West Frontier Province
16/10/2002	24.893379	67.028061	0	3	3	6	0	2	2002	10	16	Sindh
16/10/2002	24.893379	67.028061	0	3	3	6	0	3.5	2002	10	16	Sindh
16/10/2002	24.893379	67.028061	0	3	3	6	0	3.5	2002	10	16	Sindh
23/10/2002	33.600399	73.043426	0	3	14	6	0	7	2002	10	23	Punjab
15/11/2002	25.377846	68.346304	0	3	19	6	2	9	2002	11	15	Sindh
05/12/2002	24.893379	67.028061	0	3	7	6	3	0	2002	12	05	Sindh
25/12/2002	32.332012	74.351623	0	3	15	6	3	15	2002	12	25	Punjab
05/01/2003	34.009667	71.579994	0	2	7	5	0	0	2003	01	05	North-West Frontier Province
14/01/2003	34.952621	72.331113	0	1	14	5	0	1	2003	01	14	North-West Frontier Province
15/01/2003	24.893379	67.028061	0	2	22	5	2	1	2003	01	15	Sindh
23/01/2003	34.767228	72.376782	0	1	14	5	3	0	2003	01	23	North-West Frontier Province
03/02/2003	24.893379	67.028061	0	3	2	6	1	2	2003	02	03	Sindh
08/02/2003	30.182125	67.000517	0	6	1	5	4	2	2003	02	08	Balochistan
16/02/2003	24.893379	67.028061	0	1	22	5	1	1	2003	02	16	Sindh
22/02/2003	24.893379	67.028061	0	2	15	5	9	7	2003	02	22	Sindh
27/02/2003	24.893379	67.028061	0	2	1	5	2	0	2003	02	27	Sindh
28/02/2003	24.893379	67.028061	0	2	3	5	2	5	2003	02	28	Sindh
08/04/2003	33.708988	73.053857	0	3	21	6	0		2003	04	08	Islamabad Capital Territory
13/04/2003	30.929589	66.468052	0	2	3	5	1	2	2003	04	13	Balochistan
05/05/2003	32.216056	70.382902	0	3	1	6	0	0	2003	05	05	North-West Frontier Province
10/05/2003	25.377846	68.346304	0	3	19	6	0	6	2003	05	10	Sindh
13/05/2003	32.984995	70.606944	0	3	8	6	0	0	2003	05	13	North-West Frontier Province
15/05/2003	24.893379	67.028061	0	3	1	6	0	7	2003	05	15	Sindh
31/05/2003	25.377846	68.346304	0	3	19	6	0	4	2003	05	31	Sindh
31/05/2003	30.182125	67.000517	0	2	15	5	1	1	2003	05	31	Balochistan
08/06/2003	30.182125	67.000517	0	2	3	5	11	9	2003	06	08	Balochistan
04/07/2003	30.182125	67.000517	1	3	15	6	53	53	2003	07	04	Balochistan
11/07/2003	24.893379	67.028061	0	3	1	6	2	4	2003	07	11	Sindh
16/07/2003	25.377846	68.346304	0	3	1	6	0	7	2003	07	16	Sindh
28/07/2003	30.834238	72.075992	1	3	1	6	1	5	2003	07	28	Punjab
27/09/2003	24.893379	67.028061	0	3	19	6	0	12	2003	09	27	Sindh
03/10/2003	24.893379	67.028061	0	2	14	5	6	6	2003	10	03	Sindh
06/10/2003	33.648363	72.906999	0	1	2	5	5	0	2003	10	06	Islamabad Capital Territory
20/11/2003	30.182125	67.000517	0	3	19	6	0	0	2003	11	20	Balochistan
14/12/2003	33.600399	73.043426	0	3	2	6	0	0	2003	12	14	Punjab
25/12/2003	33.600399	73.043426	1	1	2	6	15	46	2003	12	25	Punjab
05/01/2004	30.292088	71.931244	0	2	15	5	1	0	2004	01	05	Punjab
15/01/2004	24.893379	67.028061	0	3	15	6	0	15	2004	01	15	Sindh
16/02/2004	35.918091	74.289803	0	3	15	6	0	5	2004	02	16	Gilgit-Baltistan
02/03/2004	30.182125	67.000517	0	2	14	5	44	130	2004	03	02	Balochistan
06/03/2004	24.893379	67.028061	0	1	22	5	2	0	2004	03	06	Sindh
15/03/2004	24.893379	67.028061	0	3	7	6	0	0	2004	03	15	Sindh
22/03/2004	32.315566	70.154515	0	2	4	5	8	0	2004	03	22	Federally Administered Tribal Areas
24/03/2004	34.009667	71.579994	0	3	14	6	0	2	2004	03	24	North-West Frontier Province
04/04/2004	24.893379	67.028061	0	2	3	5	5	1	2004	04	04	Sindh
10/04/2004	24.893379	67.028061	0	3	20	6	1	6	2004	04	10	Sindh
15/04/2004	30.182125	67.000517	1	2	3	5	11	0	2004	04	15	Balochistan
03/05/2004	25.129902	62.323222	0	3	1	6	3	11	2004	05	03	Balochistan
07/05/2004	24.893379	67.028061	1	3	15	6	18	100	2004	05	07	Sindh
27/05/2004	24.893379	67.028061	0	3	8	6	2	27	2004	05	27	Sindh
30/05/2004	24.893379	67.028061	0	1	15	5	1	3	2004	05	30	Sindh
31/05/2004	26.004167	63.060556	0	3	14	6	1	12	2004	05	31	Balochistan
04/06/2004	32.687926	69.832993	0	3	4	6	0	3	2004	06	04	Federally Administered Tribal Areas
07/06/2004	29.673863	68.715498	0	3	19	6	2	2	2004	06	07	Balochistan
07/06/2004	28.340071	68.188997	0	3	14	6	0	0	2004	06	07	Balochistan
09/06/2004	32.301964	69.590665	0	3	4	6	0	0	2004	06	09	Federally Administered Tribal Areas
10/06/2004	32.301964	69.590665	0	2	4	5	24		2004	06	10	Federally Administered Tribal Areas
10/06/2004	24.893379	67.028061	0	3	3	6	9	14	2004	06	10	Sindh
11/06/2004	24.893379	67.028061	0	3	4	6	10		2004	06	11	Sindh
12/06/2004	33.708988	73.053857	0	3	4	6	1	2	2004	06	12	Islamabad Capital Territory
16/06/2004	32.301964	69.590665	0	2	3	5	3		2004	06	16	Federally Administered Tribal Areas
17/06/2004	24.893379	67.028061	0	1	22	5	1	0	2004	06	17	Sindh
20/06/2004	25.378757	68.363463	0	3	4	6	0	0	2004	06	20	Sindh
26/06/2004	31.554606	74.357158	0	2	2	5	3		2004	06	26	Punjab
24/07/2004	24.893379	67.028061	0	3	8	6	1	6	2004	07	24	Sindh
26/07/2004	30.929589	66.468052	0	2	1	5	0	0	2004	07	26	Balochistan
26/07/2004	26.004167	63.060556	0	3	4	6	2	3	2004	07	26	Balochistan
28/07/2004	33.583401	71.433219	0	3	2	6	3	2	2004	07	28	North-West Frontier Province
30/07/2004	33.565614	72.643393	1	3	2	6	9	50	2004	07	30	Punjab
31/07/2004	25.129902	62.323222	0	3	3	6	0	0	2004	07	31	Balochistan
31/07/2004	25.129902	62.323222	0	3	11	6	0	0	2004	07	31	Balochistan
31/07/2004	25.129902	62.323222	0	3	15	6	0	0	2004	07	31	Balochistan
02/08/2004	29.273668	69.087636	0	1	2	5	2	2	2004	08	02	Balochistan
16/08/2004	26.243386	68.409092	0	3	19	6	0	6	2004	08	16	Sindh
16/08/2004	28.638421	69.204747	0	3	3	6	4	10	2004	08	16	Balochistan
17/08/2004	33.565614	72.643393	0	2	14	5	3		2004	08	17	Punjab
17/08/2004	32.483389	69.626894	0	3	4	6	1	5	2004	08	17	Federally Administered Tribal Areas
25/08/2004	34.014167	71.976154	0	3	19	6	0	0	2004	08	25	North-West Frontier Province
26/08/2004	32.386811	69.689823	0	3	4	6	1	6	2004	08	26	Federally Administered Tribal Areas
26/08/2004	32.4111972	69.6711087	0	3	4	6	2	6	2004	08	26	Federally Administered Tribal Areas
27/08/2004	29.554644	66.019493	0	3	3	6	0	4	2004	08	27	Balochistan
28/08/2004	32.301964	69.590665	0	3	3	6	2	5	2004	08	28	Federally Administered Tribal Areas
31/08/2004	29.02161	66.589071	0	3	1	6	3	7	2004	08	31	Balochistan
05/09/2004	32.483389	69.626894	0	3	4	6	3	0	2004	09	05	Federally Administered Tribal Areas
27/09/2004			0	3	4	6	5		2004	09	27	Unknown
29/09/2004	32.563995	69.832404	0	3	4	6	1	4	2004	09	29	Federally Administered Tribal Areas
01/10/2004	32.493537	74.530343	1	3	15	6	31	51	2004	10	01	Punjab
06/10/2004	30.182125	67.000517	0	3	1	6	0	6	2004	10	06	Balochistan
07/10/2004	30.197843	71.467629	0	3	14	6	41	100	2004	10	07	Punjab
09/10/2004	34.009667	71.579994	0	3	2	6	0	1	2004	10	09	North-West Frontier Province
09/10/2004	31.82851	70.907234	0	6	1	5	0	0	2004	10	09	North-West Frontier Province
09/10/2004	24.893379	67.028061	0	1	15	5	2	0	2004	10	09	Sindh
10/10/2004	31.554606	74.357158	1	3	15	6	4		2004	10	10	Punjab
11/10/2004	28.629159	68.616381	0	3	1	6	0		2004	10	11	Balochistan
24/10/2004	32.292562	69.739773	0	3	4	6	2	1	2004	10	24	Federally Administered Tribal Areas
24/10/2004	32.620653	69.839388	0	3	14	6	1	1	2004	10	24	Federally Administered Tribal Areas
26/10/2004	32.329315	69.856396	0	3	14	6	14	6	2004	10	26	Federally Administered Tribal Areas
29/10/2004	32.687926	69.832993	0	3	4	6	1	3	2004	10	29	Federally Administered Tribal Areas
17/11/2004	34.77436	72.356922	0	3	1	6	2	30	2004	11	17	North-West Frontier Province
10/12/2004	30.182125	67.000517	0	3	4	6	11	20	2004	12	10	Balochistan
23/12/2004	32.620653	69.839388	0	3	14	6	1	1	2004	12	23	Federally Administered Tribal Areas
27/12/2004	35.839232	71.780106	0	2	12	5	2	0	2004	12	27	North-West Frontier Province
30/12/2004	32.216056	70.382902	0	3	2	6	0	2	2004	12	30	North-West Frontier Province
08/01/2005	35.918091	74.289803	0	1	15	5	2	1	2005	01	08	Gilgit-Baltistan
10/01/2005	29.799248	66.84749	0	3	14	6	3	2	2005	01	10	Balochistan
22/01/2005	28.490733	65.095779	0	3	19	6	0	0	2005	01	22	Balochistan
27/01/2005	29.563396	67.793492	0	3	19	6	0	0	2005	01	27	Balochistan
29/01/2005	30.807929	73.450466	0	3	21	6	0	0	2005	01	29	Punjab
30/01/2005	24.893379	67.028061	0	1	15	5	2	0	2005	01	30	Sindh
07/02/2005	32.301964	69.590665	0	2	10	5	2	1	2005	02	07	Federally Administered Tribal Areas
07/02/2005	29.037681	66.581497	0	3	14	6	0	0	2005	02	07	Balochistan
07/02/2005	28.990337	68.012707	0	3	19	6	0	0	2005	02	07	Balochistan
07/02/2005	30.252005	66.969756	0	3	19	6	0	0	2005	02	07	Balochistan
07/02/2005	29.89716	69.527652	0	3	16	6	0	0	2005	02	07	Balochistan
08/02/2005	29.594626	66.273125	0	3	16	6	0	0	2005	02	08	Balochistan
01/03/2005	32.563995	69.832404	0	2	4	5	0	3	2005	03	01	Federally Administered Tribal Areas
01/03/2005	30.182125	67.000517	0	3	3	6	0	0	2005	03	01	Balochistan
02/03/2005	29.554644	66.019493	0	3	19	6	0	0	2005	03	02	Balochistan
17/03/2005	30.1866	66.998017	0	3	19	6	1	0	2005	03	17	Balochistan
17/03/2005	31.554606	74.357158	0	3	19	6	1	0	2005	03	17	Punjab
19/03/2005	31.177809	71.209295	1	3	15	6	51		2005	03	19	Punjab
19/03/2005	26.004167	63.060556	0	3	2	6	0	4	2005	03	19	Balochistan
21/03/2005	26.004167	63.060556	0	3	21	6	0	0	2005	03	21	Balochistan
22/03/2005	26.004167	63.060556	0	3	2	6	0	0	2005	03	22	Balochistan
22/03/2005	29.10636	67.687177	0	3	21	6	0	0	2005	03	22	Balochistan
26/03/2005	29.555805	66.019589	0	2	16	6	0	0	2005	03	26	Balochistan
29/03/2005	32.998617	70.067081	0	3	4	6	0	15	2005	03	29	Federally Administered Tribal Areas
31/03/2005	26.200293	68.150916	0	3	21	6	0	0	2005	03	31	Sindh
01/04/2005	30.182125	67.000517	0	3	21	6	0	0	2005	04	01	Balochistan
12/04/2005	28.449171	66.056358	0	3	21	6	0	0	2005	04	12	Balochistan
12/04/2005	26.964096	64.093227	0	3	6	6	0	0	2005	04	12	Balochistan
19/04/2005	29.021807	66.587648	0	3	21	6	0	0	2005	04	19	Balochistan
29/04/2005	29.673863	68.715498	0	3	4	6	0	2	2005	04	29	Balochistan
06/05/2005	29.866252	67.329963	0	3	21	6	0	0	2005	05	06	Balochistan
08/05/2005	32.969967	70.276797	0	3	14	6	2	0	2005	05	08	Federally Administered Tribal Areas
14/05/2005	32.301964	69.590665	0	2	10	5	0	1	2005	05	14	Federally Administered Tribal Areas
18/05/2005	26.004167	63.060556	0	3	1	6	1	1	2005	05	18	Balochistan
27/05/2005	33.708988	73.053857	1	3	15	6	20	100	2005	05	27	Islamabad Capital Territory
28/05/2005	24.893379	67.028061	0	6	2	5	1	0	2005	05	28	Sindh
29/05/2005	32.301964	69.590665	0	1	14	5	3	2	2005	05	29	Federally Administered Tribal Areas
30/05/2005	24.893379	67.028061	1	3	15	6	5	23	2005	05	30	Sindh
20/06/2005	32.301964	69.590665	0	2	14	5	2	1	2005	06	20	Federally Administered Tribal Areas
06/07/2005	32.617762	69.515765	0	2	4	5	1	2	2005	07	06	Federally Administered Tribal Areas
07/07/2005	32.969967	70.276797	0	1	2	5	1	0	2005	07	07	Federally Administered Tribal Areas
07/07/2005	28.490733	65.095779	0	3	21	6	0	0	2005	07	07	Balochistan
18/07/2005	35.423244	74.095114	0	2	19	5	4	15	2005	07	18	Gilgit-Baltistan
21/07/2005	33.739559	70.332789	0	3	15	6	2	4	2005	07	21	Federally Administered Tribal Areas
24/07/2005			1	3	11	6	1	3	2005	07	24	Unknown
28/07/2005	32.301964	69.590665	0	3	1	6	0	0	2005	07	28	Federally Administered Tribal Areas
07/08/2005	26.004167	63.060556	0	3	1	6	0	0	2005	08	07	Balochistan
07/08/2005	30.043295	69.923814	0	3	21	6	0	0	2005	08	07	Balochistan
10/08/2005	32.570144	69.457412	0	3	14	6	4	1	2005	08	10	Federally Administered Tribal Areas
14/08/2005	29.673863	68.715498	0	3	2	6	0	0	2005	08	14	Balochistan
14/08/2005	30.182125	67.000517	0	3	21	6	0	2	2005	08	14	Balochistan
14/08/2005	26.114367	62.032314	0	3	2	6	0	0	2005	08	14	Balochistan
14/08/2005	32.483389	69.626894	0	3	14	6	0	0	2005	08	14	Federally Administered Tribal Areas
14/08/2005	28.490733	65.095779	0	3	8	6	0	0	2005	08	14	Balochistan
18/08/2005	27.80451	66.614133	0	3	2	6	0	0	2005	08	18	Balochistan
22/08/2005	29.673863	68.715498	0	3	4	6	0	0	2005	08	22	Balochistan
23/08/2005	29.673863	68.715498	0	3	1	6	0	0	2005	08	23	Balochistan
23/08/2005	29.673863	68.715498	0	3	14	6	0	0	2005	08	23	Balochistan
31/08/2005	29.799248	66.84749	0	3	4	6	1	2	2005	08	31	Balochistan
05/09/2005	32.998617	70.067081	0	1	2	5	2	2	2005	09	05	Federally Administered Tribal Areas
13/09/2005	30.182125	67.000517	0	2	14	5	1	0	2005	09	13	Balochistan
14/09/2005	30.182125	67.000517	0	2	14	5	1	0	2005	09	14	Balochistan
14/09/2005	30.703012	67.09404	1	3	8	6	1	4	2005	09	14	Balochistan
18/09/2005	32.998617	70.067081	0	3	4	6	0	0	2005	09	18	Federally Administered Tribal Areas
20/09/2005	32.483389	69.626894	0	3	4	6	2	8	2005	09	20	Federally Administered Tribal Areas
22/09/2005	31.554606	74.357158	0	3	14	6	6	40	2005	09	22	Punjab
07/10/2005	32.646737	73.508827	0	2	15	5	8	14	2005	10	07	Punjab
24/10/2005	32.329315	69.856396	0	3	4	6	1	11	2005	10	24	Federally Administered Tribal Areas
28/10/2005	32.585838	71.092152	0	3	4	6	1	11	2005	10	28	North-West Frontier Province
29/10/2005	29.64412	67.816657	0	3	21	6	0	0	2005	10	29	Balochistan
05/11/2005	32.824731	70.067644	0	3	14	6	8		2005	11	05	Federally Administered Tribal Areas
15/11/2005	24.893379	67.028061	0	3	1	6	3	12	2005	11	15	Sindh
06/12/2005	30.182125	67.000517	0	3	19	6	0	0	2005	12	06	Balochistan
14/12/2005	29.673584	68.714513	0	3	2	6	0	0	2005	12	14	Balochistan
29/12/2005	33.980242	71.568418	0	3	1	6	4	8	2005	12	29	North-West Frontier Province
29/12/2005	34.099865	71.149494	0	4	1	5	0	1	2005	12	29	Federally Administered Tribal Areas
30/12/2005	27.80451	66.614133	0	2	3	5	2	0	2005	12	30	Balochistan
30/12/2005	30.100544	67.935956	0	3	19	6	0	0	2005	12	30	Balochistan
03/01/2006	28.458421	68.133223	0	3	21	6	0	0	2006	01	03	Balochistan
06/01/2006	32.216056	70.382902	0	2	2	5	5	0	2006	01	06	North-West Frontier Province
18/01/2006	30.182125	67.000517	0	3	8	6	0	0	2006	01	18	Balochistan
