date	latitude	longitude	suicide	attacktype1	targtype1	weaptype1	nkill	nwound	iyear	imonth	iday	provstate
17/04/2010	34.161259	71.845629	0	3	8	6	0	0	2010	04	17	Khyber Pakhtunkhwa
17/04/2010	34.161259	71.845629	0	3	8	6	0	0	2010	04	17	Khyber Pakhtunkhwa
17/04/2010	33.583401	71.433219	1	3	14	6	43	64	2010	04	17	Khyber Pakhtunkhwa
19/04/2010	34.1167788	71.1665154	0	3	2	6	1	2	2010	04	19	Federally Administered Tribal Areas
19/04/2010	33.908578	71.070055	0	3	8	6	0	0	2010	04	19	Federally Administered Tribal Areas
19/04/2010	33.908578	71.070055	0	6	3	5	0	0	2010	04	19	Federally Administered Tribal Areas
19/04/2010	34.511066	73.014408	0	2	14	5	2	3	2010	04	19	Khyber Pakhtunkhwa
19/04/2010	34.009667	71.579994	1	3	14	6	26	30	2010	04	19	Khyber Pakhtunkhwa
19/04/2010	34.009667	71.579994	0	3	8	6	1	10	2010	04	19	Khyber Pakhtunkhwa
22/04/2010	33.697271	71.144852	0	3	1	6	0	0	2010	04	22	Federally Administered Tribal Areas
22/04/2010	34.148181	71.730028	0	2	2	5	5	0	2010	04	22	Khyber Pakhtunkhwa
23/04/2010	33.697271	71.144852	0	3	8	6	0	0	2010	04	23	Federally Administered Tribal Areas
24/04/2010	29.545888	67.875896	0	3	1	6	0	11	2010	04	24	Balochistan
24/04/2010	34.827821	71.841328	0	3	3	6	0	10	2010	04	24	Khyber Pakhtunkhwa
27/04/2010	30.182125	67.000517	0	2	8	5	1	0	2010	04	27	Balochistan
29/04/2010	30.182125	67.000517	0	3	14	6	0	2	2010	04	29	Balochistan
29/04/2010	33.697271	71.144852	0	3	8	6	0	0	2010	04	29	Federally Administered Tribal Areas
29/04/2010	33.697271	71.144852	0	3	8	6	0	0	2010	04	29	Federally Administered Tribal Areas
29/04/2010	30.182125	67.000517	0	3	14	6	0	2	2010	04	29	Balochistan
29/04/2010	30.182125	67.000517	0	3	1	6	0	0	2010	04	29	Balochistan
01/05/2010	34.715191	71.478896	0	3	8	6	0	0	2010	05	01	Federally Administered Tribal Areas
01/05/2010	34.753228	71.456683	0	3	8	6	0	0	2010	05	01	Federally Administered Tribal Areas
01/05/2010	31.554606	74.357158	0	3	1	6	0	7	2010	05	01	Punjab
02/05/2010	34.790107	72.284501	0	3	2	6	1	3	2010	05	02	Khyber Pakhtunkhwa
02/05/2010	31.554606	74.357158	0	2	3	5	0	3	2010	05	02	Punjab
04/05/2010	29.799248	66.84749	0	2	2	5	1	2	2010	05	04	Balochistan
05/05/2010	33.697271	71.144852	0	2	14	9	0	3	2010	05	05	Federally Administered Tribal Areas
08/05/2010	30.073413	66.9891	0	3	19	6	0	0	2010	05	08	Balochistan
08/05/2010	33.533541	71.057467	0	3	3	6	0	4	2010	05	08	Khyber Pakhtunkhwa
08/05/2010	33.583401	71.433219	0	3	21	6	0	0	2010	05	08	Khyber Pakhtunkhwa
11/05/2010	34.1167788	71.1665154	0	3	19	6	0	0	2010	05	11	Federally Administered Tribal Areas
11/05/2010	34.009667	71.579994	0	3	21	6	0	0	2010	05	11	Khyber Pakhtunkhwa
11/05/2010	34.009667	71.579994	0	3	13	6	3	3	2010	05	11	Khyber Pakhtunkhwa
13/05/2010	24.893379	67.028061	0	1	2	5	1	0	2010	05	13	Sindh
15/05/2010	30.182125	67.000517	0	3	21	6	0	0	2010	05	15	Balochistan
15/05/2010	33.695975	70.336069	0	6	2	5	0	0	2010	05	15	Federally Administered Tribal Areas
15/05/2010	34.574856	71.276081	0	6	14	13	1	0	2010	05	15	Federally Administered Tribal Areas
15/05/2010	33.533541	71.057467	0	6	14	13	0	0	2010	05	15	Khyber Pakhtunkhwa
15/05/2010	33.533541	71.057467	0	6	14	5	1	0	2010	05	15	Khyber Pakhtunkhwa
16/05/2010	30.182125	67.000517	0	2	1	5	0	5	2010	05	16	Balochistan
17/05/2010	32.214179	70.38468	0	2	14	5	1	0	2010	05	17	Khyber Pakhtunkhwa
18/05/2010	31.82851	70.907234	0	1	3	6	13	9	2010	05	18	Khyber Pakhtunkhwa
18/05/2010	24.893379	67.028061	0	2	2	5	1	0	2010	05	18	Sindh
19/05/2010	30.182125	67.000517	0	3	21	6	0	7	2010	05	19	Balochistan
19/05/2010	30.182125	67.000517	0	3	21	6	0	0	2010	05	19	Balochistan
19/05/2010	33.583401	71.433219	0	2	14	5	1	2	2010	05	19	Khyber Pakhtunkhwa
19/05/2010	34.416681	71.92459	0	3	1	6	0	2	2010	05	19	Khyber Pakhtunkhwa
20/05/2010	32.906338	69.747222	0	3	14	6	2	0	2010	05	20	Federally Administered Tribal Areas
20/05/2010	32.216056	70.382902	0	1	2	5	1	0	2010	05	20	Khyber Pakhtunkhwa
21/05/2010	32.969967	70.276797	0	2	14	5	1	0	2010	05	21	Federally Administered Tribal Areas
21/05/2010	35.202293	71.873006	0	3	8	6	0	2	2010	05	21	Khyber Pakhtunkhwa
21/05/2010	34.009667	71.579994	0	3	8	6	0	0	2010	05	21	Khyber Pakhtunkhwa
21/05/2010	31.554606	74.357158	0	3	10	6	0		2010	05	21	Punjab
21/05/2010	31.554606	74.357158	0	3	1	6	0	1	2010	05	21	Punjab
21/05/2010	31.554606	74.357158	0	3	1	6	0	0	2010	05	21	Punjab
21/05/2010	31.554606	74.357158	0	3	1	6	0		2010	05	21	Punjab
21/05/2010	31.554606	74.357158	0	3	1	6	0		2010	05	21	Punjab
22/05/2010	30.182125	67.000517	0	2	14	5	1	1	2010	05	22	Balochistan
22/05/2010	34.565494	71.477429	0	2	14	5	1	3	2010	05	22	Federally Administered Tribal Areas
22/05/2010	34.1167788	71.1665154	0	3	21	6	0	1	2010	05	22	Federally Administered Tribal Areas
22/05/2010	34.927925	72.415152	0	2	12	5	1	0	2010	05	22	Khyber Pakhtunkhwa
23/05/2010	26.457506	65.2315	0	3	2	6	0	0	2010	05	23	Balochistan
24/05/2010	27.80451	66.614133	0	3	2	6	0	0	2010	05	24	Balochistan
25/05/2010	30.182125	67.000517	0	3	8	6	2	15	2010	05	25	Balochistan
25/05/2010	33.533541	71.057467	0	3	8	6	0	0	2010	05	25	Khyber Pakhtunkhwa
26/05/2010	27.80451	66.614133	0	3	1	6	0	0	2010	05	26	Balochistan
26/05/2010	33.999084	72.935241	0	2	14	5	1	0	2010	05	26	Khyber Pakhtunkhwa
26/05/2010	33.289444	73.359503	0	2	8	5	1	0	2010	05	26	Punjab
27/05/2010	27.806553	66.616583	0	3	2	6	0	1	2010	05	27	Balochistan
27/05/2010	34.735879	71.525833	0	3	14	6	3	0	2010	05	27	Federally Administered Tribal Areas
27/05/2010	34.574856	71.276081	0	3	8	6	0	0	2010	05	27	Federally Administered Tribal Areas
27/05/2010	34.574856	71.276081	0	3	8	6	0	0	2010	05	27	Federally Administered Tribal Areas
27/05/2010	34.574856	71.276081	0	3	2	6	0	0	2010	05	27	Federally Administered Tribal Areas
28/05/2010	31.554606	74.357158	1	5	15	6	27	31	2010	05	28	Punjab
28/05/2010	31.477737	74.32942	1	5	15	6	27	31	2010	05	28	Punjab
28/05/2010	31.554606	74.357158	1	5	15	6	28	30	2010	05	28	Punjab
31/05/2010	31.554606	74.357158	0	2	1	5	12		2010	05	31	Punjab
01/06/2010	25.033647	66.881224	0	3	1	6	0	6	2010	06	01	Balochistan
01/06/2010	30.182125	67.000517	0	3	8	6	0	0	2010	06	01	Balochistan
01/06/2010	34.574856	71.276081	0	3	8	6	0	0	2010	06	01	Federally Administered Tribal Areas
01/06/2010	34.574856	71.276081	0	3	1	6	0	0	2010	06	01	Federally Administered Tribal Areas
06/06/2010	34.735879	71.525833	0	3	8	6	0	0	2010	06	06	Federally Administered Tribal Areas
08/06/2010	30.182125	67.000517	0	2	14	5	1	0	2010	06	08	Balochistan
08/06/2010	26.004167	63.060556	0	2	1	5	1	0	2010	06	08	Balochistan
08/06/2010	33.0073	70.0652	0	2	14	5	1	0	2010	06	08	Federally Administered Tribal Areas
09/06/2010	34.321636	71.402042	0	2	15	5	0	0	2010	06	09	Federally Administered Tribal Areas
11/06/2010	27.80451	66.614133	0	2	1	5	2	1	2010	06	11	Balochistan
12/06/2010	33.697271	71.144852	0	3	8	6	0	0	2010	06	12	Federally Administered Tribal Areas
12/06/2010	33.697271	71.144852	0	3	8	6	0	0	2010	06	12	Federally Administered Tribal Areas
12/06/2010	33.697271	71.144852	0	3	8	6	0	0	2010	06	12	Federally Administered Tribal Areas
12/06/2010	33.697271	71.144852	0	3	8	6	0	0	2010	06	12	Federally Administered Tribal Areas
12/06/2010	33.697271	71.144852	0	3	14	6	0	0	2010	06	12	Federally Administered Tribal Areas
12/06/2010	33.697271	71.144852	0	3	14	6	0	0	2010	06	12	Federally Administered Tribal Areas
12/06/2010	33.697271	71.144852	0	3	14	6	0	0	2010	06	12	Federally Administered Tribal Areas
12/06/2010	33.697271	71.144852	0	3	14	6	0	0	2010	06	12	Federally Administered Tribal Areas
12/06/2010	33.697271	71.144852	0	3	14	6	0	0	2010	06	12	Federally Administered Tribal Areas
12/06/2010	33.697271	71.144852	0	3	14	6	0	0	2010	06	12	Federally Administered Tribal Areas
12/06/2010	31.554606	74.357158	0	3	1	6	0	2	2010	06	12	Punjab
14/06/2010	26.964096	64.093227	0	2	14	5	1	1	2010	06	14	Balochistan
14/06/2010	34.565494	71.477429	0	3	8	6	0	0	2010	06	14	Federally Administered Tribal Areas
14/06/2010	32.320237	69.859741	0	3	8	6	0	0	2010	06	14	Federally Administered Tribal Areas
15/06/2010	29.037681	66.581497	0	2	14	5	7	3	2010	06	15	Balochistan
15/06/2010	30.182125	67.000517	0	3	1	6	0	3	2010	06	15	Balochistan
15/06/2010	30.182125	67.000517	0	2	1	5	1	0	2010	06	15	Balochistan
15/06/2010	34.565494	71.477429	0	2	14	5	2	0	2010	06	15	Federally Administered Tribal Areas
16/06/2010	32.906013	69.748012	0	6	14	5	1	0	2010	06	16	Federally Administered Tribal Areas
16/06/2010	33.533541	71.057467	0	1	2	5	1	1	2010	06	16	Khyber Pakhtunkhwa
16/06/2010	34.009667	71.579994	0	6	2	13	0	0	2010	06	16	Khyber Pakhtunkhwa
16/06/2010	24.893379	67.028061	0	2	14	5	1	0	2010	06	16	Sindh
17/06/2010	24.85	67.2	0	2	14	5	1	0	2010	06	17	Sindh
17/06/2010	34.554875	71.476933	0	6	4	13	23	0	2010	06	17	Federally Administered Tribal Areas
18/06/2010	24.95	66.966667	0	2	2	5	1	0	2010	06	18	Sindh
18/06/2010	24.86803	66.918385	0	3	2	6	0	0	2010	06	18	Sindh
20/06/2010	34.827821	71.841328	0	3	8	5	2	2	2010	06	20	Khyber Pakhtunkhwa
21/06/2010	34.009667	71.579994	0	3	15	6	0	0	2010	06	21	Khyber Pakhtunkhwa
22/06/2010	34.856902	71.429936	0	3	8	6	0	0	2010	06	22	Federally Administered Tribal Areas
23/06/2010	33.694214	71.496152	0	2	2	5	1	0	2010	06	23	Federally Administered Tribal Areas
23/06/2010	24.874398	67.180884	0	2	14	5	1	0	2010	06	23	Sindh
25/06/2010	25.377846	68.346304	0	3	19	6	0	0	2010	06	25	Sindh
25/06/2010	24.834803	67.356297	0	3	19	6	0	0	2010	06	25	Sindh
25/06/2010	27.859794	69.535337	0	3	19	6	0	0	2010	06	25	Sindh
26/06/2010	31.554606	74.357158	0	3	1	6	0	4	2010	06	26	Punjab
27/06/2010	27.80451	66.614133	0	2	2	5	1	3	2010	06	27	Balochistan
27/06/2010	27.80451	66.614133	0	2	10	5	1	3	2010	06	27	Balochistan
27/06/2010	34.301723	71.653071	0	3	8	6	0	0	2010	06	27	Khyber Pakhtunkhwa
27/06/2010	33.600399	73.043426	0	2	14	5	3	2	2010	06	27	Punjab
27/06/2010	24.900289	67.013694	0	2	2	5	1	0	2010	06	27	Sindh
27/06/2010	33.600399	73.043426	0	2	14	5	3	1	2010	06	27	Punjab
28/06/2010	34.565494	71.477429	0	2	14	5	1	0	2010	06	28	Federally Administered Tribal Areas
30/06/2010	25.666285	66.694822	0	3	1	6	2	4	2010	06	30	Balochistan
30/06/2010	30.182125	67.000517	0	3	2	6	0	1	2010	06	30	Balochistan
30/06/2010	34.745	71.606667	0	3	14	6	0	0	2010	06	30	Federally Administered Tribal Areas
01/07/2010	30.182125	67.000517	0	3	14	6	0	5	2010	07	01	Balochistan
01/07/2010	30.182125	67.000517	0	3	14	6	0	0	2010	07	01	Balochistan
01/07/2010	30.182125	67.000517	0	3	14	6	2	1	2010	07	01	Balochistan
01/07/2010	31.554606	74.357158	1	3	15	6	44	175	2010	07	01	Punjab
01/07/2010	24.893379	67.028061	0	2	3	5	2	1	2010	07	01	Sindh
01/07/2010	24.893379	67.028061	0	2	22	5	1	1	2010	07	01	Sindh
04/07/2010	28.492443	66.262208	0	2	1	5	4	7	2010	07	04	Balochistan
04/07/2010	33.583401	71.433219	0	3	14	6	2	1	2010	07	04	Khyber Pakhtunkhwa
06/07/2010	25.129902	62.323222	0	3	14	6	0	0	2010	07	06	Balochistan
06/07/2010	34.856902	71.429936	0	3	8	6	0	0	2010	07	06	Federally Administered Tribal Areas
06/07/2010	34.856902	71.429936	0	3	8	6	0	0	2010	07	06	Federally Administered Tribal Areas
06/07/2010	34.009667	71.579994	0	3	8	6	0	0	2010	07	06	Khyber Pakhtunkhwa
06/07/2010	24.95	66.966667	0	2	14	5	1	0	2010	07	06	Sindh
07/07/2010	30.182125	67.000517	0	6	1	13	1	0	2010	07	07	Balochistan
07/07/2010	34.856902	71.429936	0	3	10	6	0	4	2010	07	07	Federally Administered Tribal Areas
07/07/2010	34.856902	71.429936	0	3	10	6	0	3	2010	07	07	Federally Administered Tribal Areas
07/07/2010	34.735879	71.525833	0	3	8	6	0	0	2010	07	07	Federally Administered Tribal Areas
07/07/2010	34.009667	71.579994	0	3	1	6	0	0	2010	07	07	Khyber Pakhtunkhwa
09/07/2010	34.565494	71.477429	1	3	2	6	106	115	2010	07	09	Federally Administered Tribal Areas
09/07/2010	32.320237	69.859741	0	6	4	5	0	0	2010	07	09	Federally Administered Tribal Areas
10/07/2010	34.009667	71.579994	0	3	14	6	0	3	2010	07	10	Khyber Pakhtunkhwa
11/07/2010	26.004167	63.060556	0	1	2	5	1	2	2010	07	11	Balochistan
11/07/2010	34.396497	72.615832	0	1	2	5	1	0	2010	07	11	Khyber Pakhtunkhwa
11/07/2010	33.694214	71.496152	0	1	14	9	2	0	2010	07	11	Federally Administered Tribal Areas
12/07/2010	30.182125	67.000517	0	6	3	5	2	0	2010	07	12	Balochistan
12/07/2010	33.918683	71.462044	0	3	10	6	0	2	2010	07	12	Khyber Pakhtunkhwa
12/07/2010	34.856902	71.429936	0	3	8	6	0	0	2010	07	12	Federally Administered Tribal Areas
12/07/2010	33.583401	71.433219	1	3	14	6	1	0	2010	07	12	Khyber Pakhtunkhwa
15/07/2010	34.1167788	71.1665154	0	3	15	6	0	0	2010	07	15	Federally Administered Tribal Areas
15/07/2010	34.774105	72.356142	0	3	19	6	5	40	2010	07	15	Khyber Pakhtunkhwa
15/07/2010	27.528896	68.759819	0	3	19	6	0	0	2010	07	15	Sindh
16/07/2010	33.908578	71.070055	0	1	17	6	10	20	2010	07	16	Federally Administered Tribal Areas
17/07/2010	31.554606	74.357158	0	3	1	6	0	4	2010	07	17	Punjab
17/07/2010	31.554606	74.357158	0	3	1	6	0	4	2010	07	17	Punjab
18/07/2010	32.082884	72.671445	1	3	15	6	1	14	2010	07	18	Punjab
19/07/2010	33.0073	70.0652	0	3	14	6	2	0	2010	07	19	Federally Administered Tribal Areas
20/07/2010	33.583401	71.433219	0	3	8	6	0	0	2010	07	20	Khyber Pakhtunkhwa
22/07/2010	24.893379	67.028061	0	2	2	5	1	0	2010	07	22	Sindh
22/07/2010	24.893379	67.028061	0	2	22	5	1	0	2010	07	22	Sindh
22/07/2010	25.040047	67.064331	0	6	2	5	1	0	2010	07	22	Sindh
23/07/2010	33.695975	70.336069	0	9	14	13	4	0	2010	07	23	Federally Administered Tribal Areas
23/07/2010	34.856902	71.429936	0	1	14	6	1	0	2010	07	23	Federally Administered Tribal Areas
23/07/2010	34.009667	71.579994	0	3	6	6	0	0	2010	07	23	Khyber Pakhtunkhwa
23/07/2010	31.554606	74.357158	0	3	3	6	1	1	2010	07	23	Punjab
23/07/2010	31.554606	74.357158	0	3	3	6	0	4	2010	07	23	Punjab
24/07/2010	34.014167	71.976154	0	2	2	5	1	1	2010	07	24	Khyber Pakhtunkhwa
24/07/2010	27.590884	68.001869	0	3	1	6	0	0	2010	07	24	Sindh
25/07/2010	32.601494	70.915691	0	3	2	6	0	0	2010	07	25	Khyber Pakhtunkhwa
25/07/2010	34.009667	71.579994	0	2	8	6	0	0	2010	07	25	Khyber Pakhtunkhwa
26/07/2010	27.81872	66.659656	0	2	14	5	1	0	2010	07	26	Balochistan
26/07/2010	34.009667	71.579994	1	1	2	6	7	21	2010	07	26	Khyber Pakhtunkhwa
28/07/2010	34.615902	71.938615	0	2	2	5	0	1	2010	07	28	Khyber Pakhtunkhwa
29/07/2010	30.182125	67.000517	0	3	2	6	0	0	2010	07	29	Balochistan
29/07/2010	26.457506	65.2315	0	7	15	8	0	0	2010	07	29	Balochistan
31/07/2010	32.974638	70.14558	0	2	14	5	2	0	2010	07	31	Federally Administered Tribal Areas
31/07/2010	24.893379	67.028061	0	2	2	5	1	0	2010	07	31	Sindh
31/07/2010	24.95	66.966667	0	2	3	5	1	0	2010	07	31	Sindh
31/07/2010	24.893379	67.028061	0	7	2	8	0	0	2010	07	31	Sindh
04/08/2010	34.009667	71.579994	0	6	14	13	1	0	2010	08	0	Federally Administered Tribal Areas
08/08/2010	29.610454	66.922164	0	1	2	6	0	0	2010	08	04	Khyber Pakhtunkhwa
08/08/2010	26.004167	63.060556	0	3	2	6	0	0	2010	08	08	Balochistan
08/08/2010	33.968129	71.188415	0	6	4	13	0	0	2010	08	08	Balochistan
08/08/2010	33.921926	71.462577	0	6	1	13	0	0	2010	08	08	Federally Administered Tribal Areas
08/08/2010	33.918683	71.462044	0	6	14	13	0	0	2010	08	08	Khyber Pakhtunkhwa
08/08/2010	34.009667	71.579994	0	3	8	6	0	0	2010	08	08	Khyber Pakhtunkhwa
09/08/2010	30.182125	67.000517	0	2	3	5	1	0	2010	08	08	Khyber Pakhtunkhwa
09/08/2010	34.009667	71.579994	0	2	14	5	0	1	2010	08	09	Balochistan
10/08/2010	27.80451	66.614133	0	2	2	5	1	0	2010	08	09	Khyber Pakhtunkhwa
12/08/2010	27.80451	66.614133	0	3	2	6	0	0	2010	08	10	Balochistan
13/08/2010	27.688922	66.203787	0	3	21	6	0	0	2010	08	12	Balochistan
13/08/2010	29.866252	67.329963	0	2	19	5	10	5	2010	08	13	Balochistan
13/08/2010	30.182125	67.000517	0	1	2	6	1	2	2010	08	13	Balochistan
13/08/2010	25.129902	62.323222	0	3	10	6	0	0	2010	08	13	Balochistan
13/08/2010	27.80451	66.614133	0	3	8	6	0	0	2010	08	13	Balochistan
13/08/2010	33.918683	71.462044	0	1	4	6	0	4	2010	08	13	Balochistan
14/08/2010	30.182125	67.000517	0	2	1	5	6	3	2010	08	13	Khyber Pakhtunkhwa
15/08/2010	34.1167788	71.1665154	0	6	14	13	0	0	2010	08	14	Balochistan
15/08/2010	33.921926	71.462577	0	6	3	9	1	0	2010	08	16	Sindh
16/08/2010	24.893379	67.028061	0	2	3	5	2	0	2010	08	16	Sindh
16/08/2010	24.916667	67.033333	0	2	14	5	1	1	2010	08	17	Balochistan
17/08/2010	30.182125	67.000517	0	2	2	5	1	0	2010	08	17	Balochistan
17/08/2010	25.263734	63.468582	0	3	19	6	0	10	2010	08	17	Khyber Pakhtunkhwa
17/08/2010	34.009667	71.579994	0	2	3	5	2	0	2010	08	17	Khyber Pakhtunkhwa
17/08/2010	34.009667	71.579994	0	2	3	5	0	0	2010	08	17	Sindh
17/08/2010	24.893379	67.028061	0	2	15	5	1	0	2010	08	18	Balochistan
18/08/2010	26.101636	62.368768	0	2	14	5	1	0	2010	08	18	Sindh
18/08/2010	24.916667	67.033333	0	2	14	5	1	0	2010	08	19	Khyber Pakhtunkhwa
19/08/2010	32.925365	70.588379	0	3	14	6	0	16	2010	08	19	Punjab
19/08/2010	31.554606	74.357158	0	3	15	6	0	2	2010	08	19	Sindh
19/08/2010	24.893379	67.028061	0	1	2	5	2	0	2010	08	20	Khyber Pakhtunkhwa
20/08/2010	33.918683	71.462044	0	3	8	6	0	0	2010	08	21	Federally Administered Tribal Areas
21/08/2010	34.856902	71.429936	0	1	14	6	1	2	2010	08	21	Federally Administered Tribal Areas
21/08/2010	34.565494	71.477429	0	3	14	6	6	5	2010	08	22	Khyber Pakhtunkhwa
22/08/2010	33.583401	71.433219	0	3	8	6	0	0	2010	08	23	Federally Administered Tribal Areas
23/08/2010	34.856902	71.429936	0	2	2	5	1	0	2010	08	23	Federally Administered Tribal Areas
23/08/2010	33.695975	70.336069	0	3	14	6	7		2010	08	23	Khyber Pakhtunkhwa
23/08/2010	34.009667	71.579994	0	3	17	6	3	7	2010	08	23	Federally Administered Tribal Areas
23/08/2010	32.304722	69.570278	1	3	15	6	41	30	2010	08	24	Federally Administered Tribal Areas
24/08/2010	34.856902	71.429936	0	9	14	13	1	0	2010	08	25	Balochistan
25/08/2010	28.492443	66.262208	0	1	2	5	1	0	2010	08	25	Federally Administered Tribal Areas
25/08/2010	34.856902	71.429936	0	2	3	5	1	0	2010	08	25	Federally Administered Tribal Areas
25/08/2010	34.565494	71.477429	0	2	3	5	2	2	2010	08	25	Khyber Pakhtunkhwa
25/08/2010	34.4379913	73.2174397	0	3	1	6	1	0	2010	08	0	Khyber Pakhtunkhwa
26/08/2010	26.485426	65.448483	0	7	1	8	0	0	2010	08	26	Balochistan
26/08/2010	34.856902	71.429936	0	2	14	5	1	3	2010	08	26	Federally Administered Tribal Areas
26/08/2010	33.918683	71.462044	0	3	8	6	0	0	2010	08	26	Khyber Pakhtunkhwa
26/08/2010	33.918683	71.462044	0	6	14	5	0	0	2010	08	26	Khyber Pakhtunkhwa
27/08/2010	26.964096	64.093227	0	3	14	6	1	5	2010	08	27	Balochistan
27/08/2010	33.695975	70.336069	0	6	2	13	0	0	2010	08	27	Federally Administered Tribal Areas
28/08/2010	34.009667	71.579994	0	2	2	5	0	0	2010	08	28	Khyber Pakhtunkhwa
28/08/2010	35.838527	71.781052	0	6	14	9	3	0	2010	08	28	Khyber Pakhtunkhwa
28/08/2010	32.320237	69.859741	0	3	1	6	3	7	2010	08	28	Federally Administered Tribal Areas
30/08/2010	33.858004	70.552178	0	3	19	6	0	0	2010	08	30	Federally Administered Tribal Areas
31/08/2010	29.037681	66.581497	0	1	2	5	2	1	2010	08	31	Balochistan
31/08/2010	33.697271	71.144852	0	2	14	5	3	0	2010	08	31	Federally Administered Tribal Areas
01/09/2010	31.554606	74.357158	1	3	14	6	40	200	2010	09	01	Punjab
01/09/2010	24.893379	67.028061	0	2	14	5	0	7	2010	09	01	Sindh
01/09/2010	35.839232	71.780106	0	6	17	13	0	0	2010	09	01	Khyber Pakhtunkhwa
02/09/2010	26.004167	63.060556	0	2	14	5	2	8	2010	09	02	Balochistan
02/09/2010	34.735879	71.525833	0	2	8	5	1	2	2010	09	02	Federally Administered Tribal Areas
03/09/2010	30.182125	67.000517	1	3	14	6	66	150	2010	09	03	Balochistan
03/09/2010	34.416681	71.92459	1	3	15	6	2	4	2010	09	03	Khyber Pakhtunkhwa
03/09/2010	35.079406	72.428758	0	3	8	6	0	0	2010	09	03	Khyber Pakhtunkhwa
04/09/2010	29.037681	66.581497	0	6	4	5	0	0	2010	09	04	Balochistan
04/09/2010	33.567082	72.642412	0	2	4	5	1	2	2010	09	04	Punjab
04/09/2010	26.004167	63.060556	0	2	3	5	1	0	2010	09	04	Balochistan
05/09/2010	24.880578	67.145857	0	2	22	5	1	0	2010	09	05	Sindh
05/09/2010	30.182125	67.000517	0	3	14	6	0	0	2010	09	05	Balochistan
06/09/2010	33.566664	72.642816	0	2	4	5	1	1	2010	09	06	Punjab
06/09/2010	34.009667	71.579994	0	3	8	6	0	0	2010	09	06	Khyber Pakhtunkhwa
06/09/2010	35.430278	72.603333	0	7	8	8	0	0	2010	09	06	Khyber Pakhtunkhwa
06/09/2010	31.554606	74.357158	0	1	3	6	0	0	2010	09	06	Punjab
06/09/2010	31.554606	74.357158	0	3	3	6	0	0	2010	09	06	Punjab
06/09/2010	24.893379	67.028061	0	2	22	5	1	0	2010	09	06	Sindh
07/09/2010	24.852767	67.074757	0	2	22	5	1	0	2010	09	07	Sindh
07/09/2010	33.921926	71.462577	0	3	8	6	0	0	2010	09	07	Khyber Pakhtunkhwa
07/09/2010	33.918683	71.462044	0	3	8	6	0	0	2010	09	07	Khyber Pakhtunkhwa
07/09/2010	33.533541	71.057467	0	1	3	6	2	6	2010	09	07	Khyber Pakhtunkhwa
07/09/2010	33.583401	71.433219	1	3	3	6	20	80	2010	09	07	Khyber Pakhtunkhwa
07/09/2010	34.009667	71.579994	0	6	8	5	0	0	2010	09	07	Khyber Pakhtunkhwa
08/09/2010	27.80451	66.614133	0	7	1	8	0	0	2010	09	08	Balochistan
08/09/2010	25.033647	66.881224	0	1	2	6	2	7	2010	09	08	Balochistan
08/09/2010	33.533541	71.057467	0	2	2	5	4	0	2010	09	08	Khyber Pakhtunkhwa
08/09/2010	33.533541	71.057467	0	3	7	6	0	0	2010	09	08	Khyber Pakhtunkhwa
08/09/2010	24.885131	67.036778	0	2	2	5	1	1	2010	09	08	Sindh
08/09/2010	24.92808	67.064331	0	2	2	5	2	0	2010	09	08	Sindh
09/09/2010	30.182125	67.000517	1	1	2	6	6	5	2010	09	09	Balochistan
09/09/2010	34.856902	71.429936	0	2	14	5	1	0	2010	09	09	Federally Administered Tribal Areas
09/09/2010	31.554606	74.357158	0	3	3	6	0	0	2010	09	09	Punjab
09/09/2010	33.695975	70.336069	0	3	19	6	10	4	2010	09	09	Federally Administered Tribal Areas
09/09/2010	34.565494	71.477429	0	3	2	6	0	2	2010	09	09	Federally Administered Tribal Areas
12/09/2010	34.416681	71.92459	0	3	15	6	0	2	2010	09	12	Khyber Pakhtunkhwa
14/09/2010	29.610454	66.922164	0	6	14	5	0	0	2010	09	14	Balochistan
14/09/2010	32.984995	70.606944	0	3	8	6	0	0	2010	09	14	Khyber Pakhtunkhwa
14/09/2010	32.984995	70.606944	0	3	8	6	0	0	2010	09	14	Khyber Pakhtunkhwa
14/09/2010	33.533541	71.057467	0	2	10	5	1	0	2010	09	14	Khyber Pakhtunkhwa
15/09/2010	30.182125	67.000517	0	6	14	5	1	0	2010	09	15	Federally Administered Tribal Areas
15/09/2010	34.856902	71.429936	0	2	14	6	4	0	2010	09	17	Balochistan
17/09/2010	30.182125	67.000517	0	3	1	6	0	0	2010	09	18	Khyber Pakhtunkhwa
18/09/2010	34.009667	71.579994	0	3	8	6	0	0	2010	09	19	Khyber Pakhtunkhwa
19/09/2010	34.009667	71.579994	0	3	8	6	0	0	2010	09	19	Sindh
19/09/2010	24.893379	67.028061	0	2	17	5	1	0	2010	09	19	Sindh
19/09/2010	24.893379	67.028061	0	2	2	5	1	0	2010	09	0	Balochistan
19/09/2010	33.694214	71.496152	0	3	14	6	0	0	2010	09	19	Federally Administered Tribal Areas
19/09/2010	24.893379	67.028061	0	2	2	5	1	0	2010	09	19	Sindh
21/09/2010	34.565494	71.477429	0	3	8	6	0	0	2010	09	21	Federally Administered Tribal Areas
22/09/2010	34.856902	71.429936	0	2	14	5	2	4	2010	09	22	Federally Administered Tribal Areas
22/09/2010	34.856902	71.429936	0	2	14	5	2	4	2010	09	22	Federally Administered Tribal Areas
